Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Country
spotify:track:0mNWBN7udBbA3ZtkB80TPM,BLACKOUT,spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,spotify:album:2mm9MvJe7UhHpDZBvdM0R8,BLACKOUT,spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,3/30/2023,https://i.scdn.co/image/ab67616d0000b273acd372a89d552d03be725774,1,1,165680,https://p.scdn.co/mp3-preview/336a2418811310962864049d1e5c4425d929bf69?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,50,DECE72203126,spotify:user:,2023-04-06T09:41:40Z,0.563,0.572,2,-6.132,1,0.423,0.0651,0,0.0877,0.16,88.743,5,GM
spotify:track:3JlHRjPt2TNB9h7VFf0im2,Weekends,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:4bL2B6hmLlMWnUEZnorEtG","Jonas Blue, Felix Jaehn",spotify:album:68Ph2nuIeP3e0vzRxrUmkh,Weekends,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:4bL2B6hmLlMWnUEZnorEtG","Jonas Blue, Felix Jaehn",2/3/2023,https://i.scdn.co/image/ab67616d0000b273bdfb5d671bc1eb477eb1579d,1,1,127003,https://p.scdn.co/mp3-preview/cc0a9cd2c5fae676ed1885da22d52425b2eb38d8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,GBUM72300137,spotify:user:,2023-04-06T09:41:40Z,0.571,0.937,6,-3.365,1,0.033,0.0337,0.0000371,0.212,0.607,148.979,4,GM
spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:4xc3Lc9yASZgEJGH7acWMB,FACE,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/24/2023,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1,3,212241,https://p.scdn.co/mp3-preview/2db5f36096963d97afc870c50990d62d27858a43?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,89,USA2P2251865,spotify:user:,2023-04-06T09:41:47Z,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4,SK
spotify:track:0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:4xc3Lc9yASZgEJGH7acWMB,FACE,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/24/2023,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1,6,212253,https://p.scdn.co/mp3-preview/3752bae14d7952abe6f93649d85d53bfe98f1165?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,USA2P2251868,spotify:user:,2023-04-06T09:41:47Z,0.623,0.755,7,-5.386,1,0.0415,0.00306,0,0.387,0.32,119.957,4,SK
spotify:track:4hbU7BVioG3WnoRNEy5YUf,Kitsch,spotify:artist:6RHTUrRF63xao58xh9FXYJ,IVE,spotify:album:7KgFOJg5QAU9Ex9L2oTy67,Kitsch,spotify:artist:6RHTUrRF63xao58xh9FXYJ,IVE,3/27/2023,https://i.scdn.co/image/ab67616d0000b273204170c6b0db3a42030c5f75,1,1,195440,https://p.scdn.co/mp3-preview/8ab8fa8f285978fed46563d55397f567516bba5e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,QM4TX2337765,spotify:user:,2023-04-06T09:41:47Z,0.8,0.792,11,-4.953,1,0.0529,0.0119,0.00000111,0.0495,0.455,102,4,SK
spotify:track:69CrOS7vEHIrhC2ILyEi0s,FLOWER,spotify:artist:6UZ0ba50XreR4TM8u322gs,JISOO,spotify:album:4QuczuzDZNzCDli5Gz6DQ0,ME,spotify:artist:6UZ0ba50XreR4TM8u322gs,JISOO,3/31/2023,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac,1,1,173134,https://p.scdn.co/mp3-preview/a288e3d79ac9cf1e7c665f9991f7b77121a8d6de?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,KRA402300002,spotify:user:,2023-04-06T09:41:47Z,0.841,0.384,9,-7.684,0,0.0351,0.0236,0.00000228,0.0735,0.597,123.961,4,SK
spotify:track:65FftemJ1DbbZ45DUfHJXE,OMG,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:album:45ozep8uHHnj5CCittuyXj,NewJeans 'OMG',spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,1/2/2023,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01,1,1,212253,https://p.scdn.co/mp3-preview/b9e344aa96afc45a56df77ca63c78786bdaa0047?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,93,USA2P2251723,spotify:user:,2023-04-06T09:41:47Z,0.804,0.771,9,-4.067,0,0.0433,0.357,0.00000307,0.108,0.739,126.956,4,SK
spotify:track:59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:781fDX4OibkZA9fj56Ycbz,Set Me Free Pt.2,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/17/2023,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4,1,1,200929,https://p.scdn.co/mp3-preview/275a3a0843bb55c251cda45ef17a905dab31624c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,89,USA2P2251867,spotify:user:,2023-04-06T09:41:47Z,0.585,0.815,0,-4.165,0,0.0565,0.115,0,0.124,0.564,132.09,4,SK
spotify:track:3r8RuvgbX9s7ammBn07D3W,Ditto,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:album:7bnqo1fdJU9nSfXQd3bSMe,Ditto,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,12/19/2022,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f,1,1,185506,https://p.scdn.co/mp3-preview/4f048713ddfa434539dec7c3cb689f3393353edd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,91,USA2P2254487,spotify:user:,2023-04-06T09:41:47Z,0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,4,SK
spotify:track:5LMoKDVzW2kDneNu2UbspP,Zero,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:album:2zYcjcNUzcgMntymoukwZR,Zero,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,4/3/2023,https://i.scdn.co/image/ab67616d0000b2732e31a8a740f621473d21dc75,1,1,154194,https://p.scdn.co/mp3-preview/0175642fecbbecb59f491c35dce65b55df7c8173?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,USA2P2310671,spotify:user:,2023-04-06T09:41:47Z,0.705,0.653,1,-7.407,0,0.17,0.31,0.0000146,0.122,0.578,171.932,4,SK
spotify:track:0a4MMyCrzT0En247IhqZbD,Hype Boy,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:album:1HMLpmZAnNyl9pxvOnTovV,NewJeans 1st EP 'New Jeans',spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,8/1/2022,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,1,2,179026,https://p.scdn.co/mp3-preview/7c55950057fc446dc2ce59671dff4fa6b3ef52a7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,USA2P2230222,spotify:user:,2023-04-06T09:41:47Z,0.593,0.935,4,-3.43,0,0.225,0.268,0,0.286,0.783,99.976,4,SK
spotify:track:3OdIiWnYRHPYtC313Z0Bwy,Face-off,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:4xc3Lc9yASZgEJGH7acWMB,FACE,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/24/2023,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1,1,229627,https://p.scdn.co/mp3-preview/31c1250ee72e9730d3394d30d93aae0b3092eed6?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,82,USA2P2251863,spotify:user:,2023-04-06T09:41:47Z,0.689,0.539,2,-7.671,0,0.048,0.178,0.0000145,0.106,0.239,119.949,4,SK
spotify:track:5Hfnps0jaWFpYg55WOPexG,Alone,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:4xc3Lc9yASZgEJGH7acWMB,FACE,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/24/2023,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1,4,211250,https://p.scdn.co/mp3-preview/7543fa1f7dfc7fe3a2d7cec64e2d75d617d87421?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,USA2P2251866,spotify:user:,2023-04-06T09:41:47Z,0.593,0.446,0,-7.776,0,0.0266,0.283,0,0.119,0.168,102.057,4,SK
spotify:track:5Odq8ohlgIbQKMZivbWkEo,Left and Right (Feat. Jung Kook of BTS),"spotify:artist:6VuMaDnrHyPL1p4EHjYLi7, spotify:artist:6HaGTQPmzraVmaVxvz6EUc, spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","Charlie Puth, Jung Kook, BTS",spotify:album:5Jk4Eg7pxYhDrWJCVVzmMt,CHARLIE,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,10/6/2022,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,1,6,154486,https://p.scdn.co/mp3-preview/9e4342eefa4f33df4e9b199e60dbce0f59e46eff?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,USAT22205563,spotify:user:,2023-04-06T09:41:47Z,0.881,0.592,2,-4.898,1,0.0324,0.619,0.0000132,0.0901,0.719,101.058,4,SK
spotify:track:3gmn76fCtpDazGMnN0QMHX,NIGHT DANCER,spotify:artist:4TaSvnT5o4REFwhqfrmK27,imase,spotify:album:3mlVZ7OTZgKJJAr275tHZX,POP CUBE,spotify:artist:4TaSvnT5o4REFwhqfrmK27,imase,11/9/2022,https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5,1,6,210600,https://p.scdn.co/mp3-preview/d0a9cf1664408608a9289d4a0e46138191509413?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,JPPO02202918,spotify:user:,2023-04-06T09:41:47Z,0.924,0.563,7,-7.899,0,0.0802,0.0879,0,0.103,0.872,117.06,4,SK
spotify:track:6auT8cRBu3BgPRBrdVBY15,London Boy,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,spotify:album:0dIwHWpQXBKVOuP9CJsY4E,Polaroid,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,11/15/2022,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334,1,1,244500,https://p.scdn.co/mp3-preview/2b4c5cac0d1e95fffe109ebf1b537a19db0eada1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,KSA012214061,spotify:user:,2023-04-06T09:41:47Z,0.52,0.875,2,-1.589,1,0.0346,0.395,0,0.515,0.657,133.096,4,SK
spotify:track:28a0aMV1OKoyNiCJuNsWrY,That’s Not How This Works (feat. Dan + Shay),"spotify:artist:6VuMaDnrHyPL1p4EHjYLi7, spotify:artist:7z5WFjZAIYejWy0NI5lv4T","Charlie Puth, Dan + Shay",spotify:album:67IEDkeGYxOvS2RvcarzrT,That’s Not How This Works (feat. Dan + Shay),"spotify:artist:6VuMaDnrHyPL1p4EHjYLi7, spotify:artist:7z5WFjZAIYejWy0NI5lv4T","Charlie Puth, Dan + Shay",3/31/2023,https://i.scdn.co/image/ab67616d0000b273cb3ff5d5083ab1a2aac42234,1,1,165619,https://p.scdn.co/mp3-preview/37729b038cbe5572833b08277ab71d8b3f97488a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,USAT22300816,spotify:user:,2023-04-06T09:41:47Z,0.584,0.576,9,-4.557,1,0.0519,0.507,0,0.212,0.432,170.026,4,SK
spotify:track:2tA3NP12r4niSRhb9Y6AoY,Polaroid,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,spotify:album:0dIwHWpQXBKVOuP9CJsY4E,Polaroid,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,11/15/2022,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334,1,2,206400,https://p.scdn.co/mp3-preview/3f409631644f78f84a628902da495bf912fc5772?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,KSA012214062,spotify:user:,2023-04-06T09:41:47Z,0.703,0.768,0,-3.357,1,0.0289,0.532,0,0.117,0.534,102.966,4,SK
spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,Cupid,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,spotify:album:5letLUZIFsQikJYShfGNs4,The Beginning: Cupid,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,2/24/2023,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,1,1,174253,https://p.scdn.co/mp3-preview/5538072e4c389bac5ba4d90a7f5af2589446969d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,KSA012239180,spotify:user:,2023-04-06T09:41:47Z,0.774,0.66,2,-8.2,1,0.0328,0.662,0,0.4,0.961,120.023,4,SK
spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,Attention,spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:album:1HMLpmZAnNyl9pxvOnTovV,NewJeans 1st EP 'New Jeans',spotify:artist:6HvZYsbFfjnjFrWF950C9d,NewJeans,8/1/2022,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,1,1,180066,https://p.scdn.co/mp3-preview/7794e6d9c9f2b8ce10cc7e2564b75e2ca2877f2d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,USA2P2230221,spotify:user:,2023-04-06T09:41:47Z,0.811,0.648,10,-3.684,0,0.0368,0.236,0,0.0761,0.695,104.988,4,SK
spotify:track:3o3bRIOKDwGOdqL9HBUNrO,Love Me Like This,spotify:artist:28ot3wh4oNmoFOdVajibBl,NMIXX,spotify:album:6PjYm8BNtMDDsflyAQUcDx,expérgo,spotify:artist:28ot3wh4oNmoFOdVajibBl,NMIXX,3/20/2023,https://i.scdn.co/image/ab67616d0000b273bbead884cd91c2a9b5b2a9fc,1,2,188718,https://p.scdn.co/mp3-preview/5056710d4aeb684506f96ce0e07c4667efc7c994?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,US5TA2200195,spotify:user:,2023-04-06T09:41:47Z,0.803,0.805,8,-4.167,0,0.064,0.00805,0,0.0641,0.652,97.031,4,SK
spotify:track:2qg2jy3v50RwfV5FAqG3a2,Interlude : Dive,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:4xc3Lc9yASZgEJGH7acWMB,FACE,spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/24/2023,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1,2,130996,https://p.scdn.co/mp3-preview/7fe148ec020933a51c025623ff57cef37202dd76?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,USA2P2251864,spotify:user:,2023-04-06T09:41:47Z,0.284,0.495,0,-11.74,1,0.0421,0.789,0.835,0.0946,0.26,86.314,4,SK
spotify:track:0N8Xztr4pBHJ7V0moJWhbO,愛を伝えたいだとか,spotify:artist:5kVZa4lFUmAQlBogl1fkd6,Aimyon,spotify:album:0ct8ESCAYEpDGYJOndCfft,青春のエキサイトメント,spotify:artist:5kVZa4lFUmAQlBogl1fkd6,Aimyon,9/12/2017,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240,1,7,235240,https://p.scdn.co/mp3-preview/bbf9924eaa1f852a0ca39884eb8b8a065304be30?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,JPWP01770243,spotify:user:,2023-04-06T09:41:47Z,0.673,0.85,2,-5.021,1,0.0337,0.0345,0.0000114,0.0943,0.793,100.008,4,SK
spotify:track:1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:album:1nrVofqDRs7cpWXJ49qTnP,SOS,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,12/8/2022,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5,1,2,153946,https://p.scdn.co/mp3-preview/4bd2dc84016f3743add7eea8b988407b1b900672?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,95,USRC12204584,spotify:user:,2023-04-06T09:41:47Z,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,SK
spotify:track:4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,spotify:album:3u0ggfmK0vjuHMNdUbtaa9,ANTIFRAGILE,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,10/17/2022,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,1,2,184444,https://p.scdn.co/mp3-preview/97a1c7e470172e0993f8f65dc109ab9d017d7adc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,87,USA2P2230329,spotify:user:,2023-04-06T09:41:47Z,0.882,0.797,10,-3.299,0,0.0819,0.0821,0,0.113,0.824,105.025,4,SK
spotify:track:4kSDi21MeOoSvpZs6MveI9,Teddy Bear,spotify:artist:01XYiBYaoMJcNhPokrg0l0,STAYC,spotify:album:325MEzmbNCQvjsP3oaJh4x,Teddy Bear,spotify:artist:01XYiBYaoMJcNhPokrg0l0,STAYC,2/14/2023,https://i.scdn.co/image/ab67616d0000b273ebbb6b66adf9f2392bb86733,1,1,189773,https://p.scdn.co/mp3-preview/32f0104f2fd3689e5ea195e2d808a68b3de67013?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,KRA382300511,spotify:user:,2023-04-06T09:41:47Z,0.757,0.91,7,-3.953,1,0.0524,0.105,0,0.387,0.686,119.04,4,SK
spotify:track:6D90VTeGEWYX5AkAtjHZh1,Like Crazy (Deep House Remix),spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:639nejcoHHwxJCKqr35ww2,Like Crazy (Remixes),spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/26/2023,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195,1,3,180719,https://p.scdn.co/mp3-preview/263754f3996e1118878987159e60e2aacde4056e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,USA2P2315732,spotify:user:,2023-04-06T09:41:47Z,0.583,0.881,5,-3.74,1,0.0327,0.0226,0,0.522,0.359,123.063,4,SK
spotify:track:2RLdkXSaiQjRbey5pvP8Kt,If We Ever Meet Again,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,spotify:album:5ITErfEiF1nEo8KTRgLv43,IM HERO,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,5/2/2022,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,1,1,274386,https://p.scdn.co/mp3-preview/97a38059ff07b9eb10e178327c3eac19c6c63a6c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,KSA012157391,spotify:user:,2023-04-06T09:41:47Z,0.401,0.394,1,-6.655,1,0.0324,0.748,0,0.0993,0.327,129.74,4,SK
spotify:track:1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"spotify:artist:6HaGTQPmzraVmaVxvz6EUc, spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX, spotify:artist:5C01hDqpEmrmDfUhX9YWsH","Jung Kook, BTS, FIFA Sound",spotify:album:0gr5OmB74UhoANEXwYT3gE,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"spotify:artist:6HaGTQPmzraVmaVxvz6EUc, spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","Jung Kook, BTS",11/20/2022,https://i.scdn.co/image/ab67616d0000b273ef57183066d6cac0cabb85c6,1,1,201391,https://p.scdn.co/mp3-preview/d8d0dec53c0859d639987215fbcd66b29a897dd8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,QZNMY2232113,spotify:user:,2023-04-06T09:41:47Z,0.71,0.879,0,-4.218,1,0.0422,0.158,0.00142,0.439,0.341,114.993,4,SK
spotify:track:3HCGX2gmPLu6ttkbYvPGTR,すずめ,"spotify:artist:1EowJ1WwkMzkCkRomFhui7, spotify:artist:0xFsJRSOYJmmuozISzreTR","RADWIMPS, 十明",spotify:album:1zw13BheGzuWgbm5CY4dJp,すずめの戸締まり,"spotify:artist:1EowJ1WwkMzkCkRomFhui7, spotify:artist:5LnJiGWNnbWuFV46ItlLDs","RADWIMPS, 陣内一真",11/11/2022,https://i.scdn.co/image/ab67616d0000b273bfc76fbf58c8ef0d2267aeed,1,27,238560,https://p.scdn.co/mp3-preview/52e85d11eabeb15e6ec372ac9eab56891c14da5f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,JPV972200075,spotify:user:,2023-04-06T09:41:47Z,0.565,0.41,2,-6.616,0,0.0311,0.65,0,0.309,0.36,78.01,4,SK
spotify:track:5tDxLjAnkojfnXnjOk6mvh,Like Crazy (UK Garage Remix),spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,spotify:album:639nejcoHHwxJCKqr35ww2,Like Crazy (Remixes),spotify:artist:1oSPZhvZMIrWW5I41kPkkY,Jimin,3/26/2023,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195,1,4,210395,https://p.scdn.co/mp3-preview/4787ab7cb8b240039b2793a9f66fa905c155fd8b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,USA2P2315730,spotify:user:,2023-04-06T09:41:47Z,0.604,0.763,2,-5.22,0,0.0505,0.0899,0.00000682,0.129,0.198,122.018,4,SK
spotify:track:61AZsmFB3VoJdmraMk5ZSn,VIBE (feat. Jimin of BTS),"spotify:artist:6udveWUgX4vu75FF0DTrXV, spotify:artist:1oSPZhvZMIrWW5I41kPkkY","TAEYANG, Jimin",spotify:album:3qUOk1Se3Oopu5pUlHTjVJ,VIBE (feat. Jimin of BTS),"spotify:artist:6udveWUgX4vu75FF0DTrXV, spotify:artist:1oSPZhvZMIrWW5I41kPkkY","TAEYANG, Jimin",1/13/2023,https://i.scdn.co/image/ab67616d0000b273f7994d33de90ec347aa477c3,1,1,175775,https://p.scdn.co/mp3-preview/caf5eae4a11915e40f8eed82ae768008ee8e9e5c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,KSA002300017,spotify:user:,2023-04-06T09:41:47Z,0.78,0.683,0,-5.319,1,0.0575,0.0801,0,0.22,0.608,100.049,4,SK
spotify:track:7eBpUuPnDTfbeP1P4P93CS,Fighting (Feat. Lee Young Ji),"spotify:artist:1uAT5bTSp6dWbNmixIUP5t, spotify:artist:0Y2AcMPMpeuPXtPQGVvRBq","BSS, Lee Young Ji",spotify:album:4dHtpne5cAAGgDYFNHu7jW,BSS 1st Single Album 'SECOND WIND',spotify:artist:1uAT5bTSp6dWbNmixIUP5t,BSS,2/6/2023,https://i.scdn.co/image/ab67616d0000b2731869a85947a5ea00df8c936f,1,1,204466,https://p.scdn.co/mp3-preview/1ffe6fb6452768fdafc6d6cf718e6a7f37db0867?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,USA2P2251802,spotify:user:,2023-04-06T09:41:47Z,0.707,0.86,11,-2.935,0,0.191,0.103,0,0.0989,0.922,152.026,4,SK
spotify:track:3iLBFgaQJ94iarMgzrTuWb,I Don’t Think That I Like Her,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,spotify:album:5Jk4Eg7pxYhDrWJCVVzmMt,CHARLIE,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,10/6/2022,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,1,11,188507,https://p.scdn.co/mp3-preview/a0424bf0fe2ac99ab530b713b7799a2f22837c1a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,USAT22208889,spotify:user:,2023-04-06T09:41:47Z,0.587,0.548,8,-5.846,0,0.0339,0.396,0,0.109,0.713,186.073,4,SK
spotify:track:50xSycnGMDy0Wg5jJcOv3S,Rainbow,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,spotify:album:5ITErfEiF1nEo8KTRgLv43,IM HERO,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,5/2/2022,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,1,2,196400,https://p.scdn.co/mp3-preview/3e93bcfde7a05615afc27afdb1512e54173a6f69?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,KSA012157392,spotify:user:,2023-04-06T09:41:47Z,0.641,0.889,8,-3.534,1,0.0541,0.0394,0,0.181,0.616,96.033,4,SK
spotify:track:2jidjmWNeRmKgLjXhW52Gz,"Our Blues, Our Life",spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,spotify:album:5ITErfEiF1nEo8KTRgLv43,IM HERO,spotify:artist:75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,5/2/2022,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,1,4,207386,https://p.scdn.co/mp3-preview/842ccf35f54511c308c9c4dcc6227b84de76fd67?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,KSA012157394,spotify:user:,2023-04-06T09:41:47Z,0.381,0.405,1,-7.325,1,0.0325,0.629,0,0.418,0.273,130.94,4,SK
spotify:track:5wxYxygyHpbgv0EXZuqb9V,on the street (with J. Cole),"spotify:artist:0b1sIQumIAsNbqAoIClSpy, spotify:artist:6l3HvQ5sa6mXTsMTB19rO5","j-hope, J. Cole",spotify:album:70xdtgH5XuYTqBNdNbUwGO,on the street (with J. Cole),"spotify:artist:0b1sIQumIAsNbqAoIClSpy, spotify:artist:6l3HvQ5sa6mXTsMTB19rO5","j-hope, J. Cole",3/3/2023,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b,1,1,214701,https://p.scdn.co/mp3-preview/c69cf6ed41027bd08a5953b556cca144ff8ed2bf?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,89,USA2P2251898,spotify:user:,2023-04-06T09:41:47Z,0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,4,SK
